student_id,name,age,gender,attendance_rate,time_spent_hours,quiz_avg_score,assignments_completed,forum_posts,badges_earned,final_exam_score,final_grade,dropout_risk,feedback_text,sentiment
265,Divya Das,22,Male,0.48,53.7,0.76,3,11,8,54.47,D,0,Too difficult to follow,Negative
266,Anjali Nair,21,Male,1,50.33,0.77,9,43,5,88.76,A,0,Very engaging and informative,Positive
267,Arun Iyer,21,Female,0.58,53.64,1,4,28,4,69.23,C,0,Normal learning experience,Neutral
268,Arun Gupta,27,Female,0.91,48.67,0.71,6,12,5,59.27,C,0,Normal learning experience,Neutral
269,Divya Patel,20,Female,1,56.13,0.32,5,22,6,60.62,C,0,Normal learning experience,Neutral
270,Rahul Gupta,18,Female,0.95,43.08,0.46,4,15,7,56.75,C,0,Nothing special,Neutral
271,Sneha Gupta,18,Male,0.92,26.1,0.96,5,24,9,69.31,C,0,Nothing special,Neutral
272,Ravi Gupta,23,Male,0.9,48.76,1,7,8,3,80.08,B,0,Very engaging and informative,Positive
273,Karthik Das,30,Female,0.99,41.25,0.76,8,13,8,72.95,B,0,Helped me improve a lot,Positive
274,Anjali Verma,27,Female,0.73,46.29,0.52,9,5,7,54.57,D,0,Poor explanations,Negative
275,Suresh Das,29,Male,0.54,40.09,1,4,23,5,56.57,C,0,Normal learning experience,Neutral
276,Anjali Sharma,27,Female,0.41,61.86,1,7,9,5,59.72,C,0,Nothing special,Neutral
277,Priya Reddy,23,Female,0.67,33.82,0.41,9,3,2,40.46,D,0,Too difficult to follow,Negative
278,Divya Singh,24,Female,0.78,29.68,1,8,23,1,81.37,B,0,Great course and very helpful,Positive
279,Sneha Sharma,19,Female,1,63.44,0.5,7,11,9,68.82,C,0,Can be improved,Neutral
280,Suresh Nair,29,Male,0.94,50.23,0.15,6,29,6,58.55,C,0,Nothing special,Neutral
281,Vijay Das,18,Male,0.57,51.74,0.58,6,46,8,59.19,C,0,Okay course,Neutral
282,Suresh Das,21,Male,0.79,48.65,1,9,26,5,72.25,B,0,Great course and very helpful,Positive
283,Meena Iyer,18,Female,0.81,19.35,0.84,8,44,5,78.55,B,0,Loved the teaching style,Positive
284,Vijay Reddy,18,Female,0.37,42.55,0.91,7,36,3,60.14,C,0,Can be improved,Neutral
285,Ravi Verma,29,Male,0.71,60.86,0.48,6,38,6,61.21,C,0,Average experience,Neutral
286,Meena Singh,21,Female,0.18,37.59,0.88,8,45,8,60.21,C,0,Nothing special,Neutral
287,Divya Das,26,Female,0.9,58.4,0.68,6,6,2,65.26,C,0,Average experience,Neutral
288,Ravi Reddy,23,Male,0.93,29.61,0.69,9,41,8,72.95,B,0,Great course and very helpful,Positive
289,Anjali Patel,26,Male,0.64,39.79,0.72,3,26,6,51.3,D,0,Waste of time,Negative
290,Arun Iyer,29,Male,0.72,36.45,0.77,9,47,6,78.84,B,0,Very engaging and informative,Positive
291,Suresh Iyer,28,Male,0.98,34.35,0.81,7,20,1,77.84,B,0,Loved the teaching style,Positive
292,Priya Nair,21,Female,0.84,29.45,0.59,5,24,4,53.27,D,0,Not useful at all,Negative
293,Suresh Das,28,Male,0.43,57.47,0.55,9,21,6,50.04,D,0,Very confusing content,Negative
294,Divya Sharma,26,Female,0.82,40.53,0.6,5,40,6,56.72,C,0,Nothing special,Neutral
295,Karthik Iyer,19,Male,0.83,67.17,0.68,3,9,4,59.39,C,0,Normal learning experience,Neutral
296,Arun Iyer,28,Male,0.83,26.74,0.66,5,38,5,61.94,C,0,Nothing special,Neutral
297,Meena Patel,20,Male,0.94,29.66,0.64,5,48,6,63.86,C,0,Average experience,Neutral
298,Priya Verma,20,Male,0.78,55.99,0.86,9,39,4,81.24,B,0,Loved the teaching style,Positive
299,Divya Singh,27,Female,0.56,46.89,1,3,1,8,61.28,C,0,Nothing special,Neutral
300,Ravi Iyer,22,Female,0.7,29.55,0.55,5,5,6,41.83,D,0,Poor explanations,Negative
301,Suresh Verma,24,Female,0.96,47.58,0.96,5,10,7,71.28,B,0,Loved the teaching style,Positive
302,Suresh Singh,30,Female,1,29.39,0.51,3,46,7,57.76,C,0,Can be improved,Neutral
303,Ravi Verma,24,Female,0.2,55.95,0.45,5,44,2,45.55,D,0,Waste of time,Negative
304,Anjali Gupta,23,Male,1,42.74,0.68,6,47,4,72.74,B,0,Loved the teaching style,Positive
305,Suresh Das,29,Male,1,23.99,0.7,3,44,6,74.66,B,0,Great course and very helpful,Positive
306,Karthik Verma,26,Female,0.82,30.76,0.78,5,32,3,61.69,C,0,Normal learning experience,Neutral
307,Suresh Singh,30,Male,0.87,44.89,0.74,7,27,8,67.91,C,0,Can be improved,Neutral
308,Arun Sharma,19,Male,0.78,59.76,0.5,5,1,8,61.25,C,0,Can be improved,Neutral
309,Anjali Gupta,27,Male,0.73,6.4,0.6,4,47,4,59.54,C,0,Can be improved,Neutral
310,Priya Singh,24,Female,0.63,64.62,0.75,4,10,8,62.43,C,0,Normal learning experience,Neutral
311,Ravi Gupta,28,Female,1,15.66,0.86,8,14,2,72.83,B,0,Excellent platform for learning,Positive
312,Suresh Patel,29,Male,0.69,29.87,0.79,3,7,6,49.74,D,0,Poor explanations,Negative
313,Meena Kumar,27,Female,0.92,19.81,0.73,8,14,4,73.96,B,0,Great course and very helpful,Positive
314,Karthik Gupta,25,Female,0.85,42.69,0.77,5,12,1,66.98,C,0,Average experience,Neutral
315,Rahul Singh,30,Male,0.92,45.19,0.39,8,35,4,56.2,C,0,Normal learning experience,Neutral
316,Vijay Singh,25,Female,0.32,52.71,0.59,8,25,5,50.39,D,0,Not useful at all,Negative
317,Sneha Verma,30,Female,0.89,33.47,0.8,4,18,8,63.7,C,0,Average experience,Neutral
318,Kavya Verma,20,Male,0.95,70.85,0.81,5,46,3,92.34,A,0,Great course and very helpful,Positive
319,Kavya Reddy,29,Male,0.82,30.31,0.52,8,8,0,56.32,C,0,Average experience,Neutral
320,Arun Nair,29,Female,0.37,35.56,0.38,5,13,8,41.11,D,0,Too difficult to follow,Negative
321,Ravi Singh,22,Female,0.84,53.49,0.88,9,15,0,75.37,B,0,Excellent platform for learning,Positive
322,Karthik Patel,29,Female,0.64,14.62,0.87,7,20,4,55.8,C,0,Okay course,Neutral
323,Meena Verma,21,Male,0.59,29.27,1,3,8,3,57.73,C,0,Okay course,Neutral
324,Divya Sharma,29,Male,0.65,43.62,0.68,9,40,2,70,B,0,Helped me improve a lot,Positive
325,Suresh Nair,29,Male,0.72,54.29,1,6,28,2,80.63,B,0,Helped me improve a lot,Positive
326,Priya Singh,30,Female,0.77,15.97,0.65,7,2,5,48.98,D,0,Too difficult to follow,Negative
327,Ravi Singh,22,Male,0.57,26.04,0.77,9,37,5,61.71,C,0,Can be improved,Neutral
328,Vijay Das,21,Female,0.77,32.96,0.66,4,0,8,55.02,C,0,Can be improved,Neutral
329,Arun Iyer,29,Female,0.71,8.98,0.79,7,19,7,51.4,D,0,Waste of time,Negative
330,Meena Patel,26,Female,0.94,75.46,0.76,3,25,6,75.54,B,0,Helped me improve a lot,Positive
331,Meena Singh,24,Female,0.81,60.11,0.32,8,40,8,62.5,C,0,Okay course,Neutral
332,Anjali Kumar,29,Male,0.63,52.81,0.73,5,38,6,70.62,B,0,Loved the teaching style,Positive
333,Arun Sharma,23,Male,0.75,56.14,0.62,3,39,2,59.86,C,0,Nothing special,Neutral
334,Arun Gupta,20,Male,0.92,37.28,0.85,3,44,9,80.01,B,0,Great course and very helpful,Positive
335,Sneha Nair,30,Male,0.78,30.78,0.56,8,32,3,62.47,C,0,Average experience,Neutral
336,Divya Sharma,21,Female,0.57,35.4,1,3,11,9,56.93,C,0,Normal learning experience,Neutral
337,Ravi Iyer,21,Male,0.98,27.81,1,4,1,2,63.84,C,0,Normal learning experience,Neutral
338,Vijay Nair,26,Male,0.73,40.28,0.84,3,38,2,66.92,C,0,Nothing special,Neutral
339,Karthik Reddy,24,Male,0.63,45.42,0.47,3,40,2,53.63,D,0,Waste of time,Negative
340,Ravi Kumar,24,Female,0.58,38.46,0.86,8,48,8,67.51,C,0,Normal learning experience,Neutral
341,Ravi Verma,18,Female,0.92,59.31,0.79,4,35,2,78.39,B,0,Very engaging and informative,Positive
342,Sneha Reddy,27,Male,0.77,27.93,0.75,6,33,2,69.04,C,0,Normal learning experience,Neutral
343,Meena Nair,22,Male,1,19.32,0.63,5,47,9,68.32,C,0,Normal learning experience,Neutral
344,Karthik Sharma,20,Female,0.7,38.88,0.82,4,27,4,50.82,D,0,Not useful at all,Negative
345,Anjali Singh,30,Female,0.67,41.94,0.75,4,27,2,49.81,D,0,Very confusing content,Negative
346,Suresh Kumar,27,Male,0.64,36.86,0.36,8,4,7,42.14,D,0,Too difficult to follow,Negative
347,Arun Gupta,24,Female,0.5,31.11,0.69,6,48,1,58.92,C,0,Okay course,Neutral
348,Kavya Das,28,Male,0.66,39.78,0.81,6,25,5,63.09,C,0,Can be improved,Neutral
349,Karthik Verma,29,Female,0.72,51.05,0.38,7,14,4,48.51,D,0,Waste of time,Negative
350,Suresh Gupta,22,Female,0.86,35.57,0.84,6,17,8,65.84,C,0,Normal learning experience,Neutral
351,Anjali Nair,20,Male,0.73,46.72,0.39,6,4,4,44.11,D,0,Too difficult to follow,Negative
352,Ravi Gupta,18,Male,1,12.92,0.6,9,2,9,56.6,C,0,Normal learning experience,Neutral
353,Divya Reddy,26,Male,0.86,52.73,0.71,9,43,4,68.64,C,0,Can be improved,Neutral
354,Suresh Das,27,Female,0.76,47.41,0.89,7,34,1,63.66,C,0,Average experience,Neutral
355,Ravi Verma,23,Female,0.24,35.71,0.92,4,18,4,59.33,C,0,Normal learning experience,Neutral
356,Rahul Sharma,29,Male,0.61,46.82,0.79,8,18,4,66.77,C,0,Average experience,Neutral
357,Ravi Nair,24,Female,0.41,57.13,0.59,8,10,6,51.18,D,0,Poor explanations,Negative
358,Arun Reddy,20,Male,0.8,34.85,0.82,6,5,0,60.72,C,0,Normal learning experience,Neutral
359,Kavya Patel,29,Female,0.75,49.81,0.74,8,35,5,67.93,C,0,Normal learning experience,Neutral
360,Priya Singh,19,Male,1,54.35,1,3,49,0,77.88,B,0,Great course and very helpful,Positive
361,Priya Iyer,25,Male,0.99,34.95,0.78,7,34,8,81.35,B,0,Excellent platform for learning,Positive
362,Sneha Gupta,23,Male,0.47,54.45,0.54,5,4,6,41.59,D,0,Waste of time,Negative
363,Divya Das,22,Male,0.75,34.17,0.92,8,9,9,71.47,B,0,Excellent platform for learning,Positive
364,Ravi Kumar,22,Female,1,59.62,0.59,5,29,8,75.49,B,0,Very engaging and informative,Positive
365,Rahul Das,28,Female,0.73,34.65,0.58,7,39,7,61.98,C,0,Can be improved,Neutral
366,Priya Verma,21,Male,0.89,57.74,0.82,4,39,6,76.9,B,0,Helped me improve a lot,Positive
367,Rahul Singh,18,Male,0.59,39.64,0.37,8,10,2,38.57,Fail,0,Very confusing content,Negative
368,Rahul Kumar,25,Female,1,51.77,1,7,18,5,84.31,B,0,Excellent platform for learning,Positive
369,Arun Sharma,28,Female,0.66,36.71,0.99,8,1,1,65.06,C,0,Average experience,Neutral
370,Vijay Patel,27,Male,0.95,58.54,0.79,5,7,6,68.61,C,0,Nothing special,Neutral
371,Suresh Patel,27,Female,0.72,50.51,0.64,7,38,0,68.67,C,0,Can be improved,Neutral
372,Suresh Singh,23,Female,0.45,43.87,1,9,16,6,62.08,C,0,Normal learning experience,Neutral
373,Suresh Gupta,19,Female,0.15,42.76,1,6,19,1,59.05,C,0,Normal learning experience,Neutral
374,Meena Nair,30,Male,0.91,25.4,0.8,8,29,3,72.71,B,0,Great course and very helpful,Positive
375,Suresh Reddy,26,Male,0.83,32.37,0.69,8,33,1,57.83,C,0,Nothing special,Neutral
376,Rahul Patel,23,Male,0.86,52.18,0.57,3,30,0,54.64,D,0,Too difficult to follow,Negative
377,Ravi Sharma,27,Male,0.62,40.23,0.89,9,23,1,61.78,C,0,Normal learning experience,Neutral
378,Priya Reddy,19,Male,0.34,33.56,0.74,4,43,3,46.45,D,0,Too difficult to follow,Negative
379,Divya Singh,19,Female,0.8,42.9,0.87,6,36,0,71.19,B,0,Helped me improve a lot,Positive
380,Kavya Das,20,Male,0.74,69.73,1,9,9,6,70.31,B,0,Great course and very helpful,Positive
381,Kavya Das,30,Male,0.86,34.6,0.58,5,16,3,54.17,D,0,Waste of time,Negative
382,Priya Sharma,29,Female,0.54,55.88,0.74,6,36,9,61.35,C,0,Average experience,Neutral
383,Divya Patel,26,Male,0.75,25.45,0.9,5,46,1,67.25,C,0,Average experience,Neutral
384,Kavya Singh,26,Female,1,49.46,0.74,6,30,1,67.46,C,0,Nothing special,Neutral
385,Arun Iyer,24,Male,0.87,22.92,0.91,3,35,6,67.61,C,0,Average experience,Neutral
386,Kavya Nair,28,Male,0.44,52.27,0.78,4,2,5,46.94,D,0,Poor explanations,Negative
387,Anjali Sharma,24,Male,0.51,64.64,0.52,6,20,2,57.02,C,0,Average experience,Neutral
388,Suresh Reddy,27,Male,0.95,47.76,0.75,9,9,4,78.75,B,0,Loved the teaching style,Positive
389,Suresh Sharma,24,Female,0.79,41.23,0.83,6,23,8,66.07,C,0,Okay course,Neutral
390,Anjali Kumar,25,Female,0.75,48.21,0.46,6,15,0,60.51,C,0,Nothing special,Neutral
391,Karthik Verma,22,Female,0.84,40.29,0.83,4,36,5,72.32,B,0,Great course and very helpful,Positive
392,Suresh Gupta,24,Female,0.37,29.12,0.95,9,11,4,52.51,D,0,Not useful at all,Negative
393,Rahul Das,27,Female,0.78,40.76,0.73,3,7,5,59.07,C,0,Nothing special,Neutral
394,Divya Kumar,29,Male,0.81,42.25,0.58,6,22,9,72.59,B,0,Excellent platform for learning,Positive
395,Anjali Das,19,Female,0.78,40.38,0.74,6,49,5,61.51,C,0,Average experience,Neutral
396,Divya Iyer,23,Female,0.5,30.75,0.62,4,24,9,46.96,D,0,Not useful at all,Negative
397,Vijay Reddy,19,Female,0.52,25.91,0.7,6,46,0,58.87,C,0,Average experience,Neutral
398,Suresh Das,22,Male,0.88,36.45,0.65,9,30,8,59.01,C,0,Okay course,Neutral
399,Karthik Gupta,30,Female,0.97,56.71,0.7,3,10,7,70.31,B,0,Great course and very helpful,Positive
400,Kavya Kumar,19,Female,0.43,42.77,1,7,5,5,59.49,C,0,Nothing special,Neutral
401,Karthik Verma,27,Male,0.49,42.87,1,8,28,7,59.09,C,0,Average experience,Neutral
402,Vijay Gupta,19,Female,0.84,45.57,0.71,5,36,8,69.47,C,0,Average experience,Neutral
403,Priya Kumar,27,Female,0.59,59.75,0.53,4,33,6,64.07,C,0,Average experience,Neutral
404,Anjali Verma,23,Male,0.96,35.23,0.55,8,0,6,65.59,C,0,Nothing special,Neutral
405,Vijay Sharma,29,Male,0.86,46.26,0.93,6,36,9,77.9,B,0,Very engaging and informative,Positive
406,Arun Patel,21,Male,0.65,47.03,0.98,8,36,8,73.84,B,0,Great course and very helpful,Positive
407,Rahul Singh,24,Male,0.93,36.73,0.7,3,28,6,67.92,C,0,Okay course,Neutral
408,Sneha Singh,18,Female,0.48,15.95,0.75,3,38,9,51.44,D,1,Very confusing content,Negative
409,Divya Kumar,27,Male,0.99,31.12,0.78,5,17,3,59.83,C,0,Average experience,Neutral
410,Karthik Reddy,21,Female,0.59,51.19,0.48,6,4,7,52.68,D,0,Poor explanations,Negative
411,Vijay Sharma,28,Female,0.86,79.51,0.54,6,6,6,69.89,C,0,Nothing special,Neutral
412,Suresh Kumar,27,Male,1,33.92,0.63,6,44,7,53.13,D,0,Not useful at all,Negative
413,Vijay Gupta,18,Male,0.64,24.61,0.63,3,26,3,53.44,D,0,Poor explanations,Negative
414,Rahul Sharma,26,Female,0.89,34.52,0.52,5,39,3,61.56,C,0,Can be improved,Neutral
415,Rahul Sharma,21,Male,0.96,51.11,0.51,3,48,6,69.04,C,0,Can be improved,Neutral
416,Anjali Kumar,24,Male,0.72,49.99,1,7,5,4,81.77,B,0,Helped me improve a lot,Positive
417,Ravi Kumar,26,Female,0.58,49.68,0.9,8,46,3,70.72,B,0,Great course and very helpful,Positive
418,Arun Sharma,20,Female,0.99,52.31,0.65,4,29,4,75.13,B,0,Great course and very helpful,Positive
419,Kavya Sharma,20,Male,0.92,48.69,0.61,5,46,5,64.16,C,0,Average experience,Neutral
420,Vijay Verma,19,Male,0.47,33.04,0.75,3,15,6,57.05,C,0,Can be improved,Neutral
421,Karthik Gupta,24,Male,1,45.75,0.8,3,16,9,66.5,C,0,Nothing special,Neutral
422,Karthik Nair,18,Male,0.3,35.59,0.73,5,20,4,49.48,D,0,Too difficult to follow,Negative
423,Anjali Nair,18,Male,0.76,25.66,0.24,3,23,1,43.52,D,0,Waste of time,Negative
424,Divya Kumar,24,Female,0.97,54.93,0.86,9,38,8,82.11,B,0,Excellent platform for learning,Positive
425,Suresh Sharma,30,Male,0.92,30.74,0.59,8,19,3,57.75,C,0,Average experience,Neutral
426,Sneha Sharma,18,Male,0.9,57.12,1,3,2,9,61.11,C,0,Average experience,Neutral
427,Suresh Singh,24,Male,0.84,31.98,0.56,5,42,3,69.02,C,0,Okay course,Neutral
428,Divya Nair,23,Male,0.8,35.15,0.92,9,3,7,70.05,B,0,Loved the teaching style,Positive
429,Vijay Singh,28,Female,0.93,48.63,0.8,5,0,4,66.87,C,0,Can be improved,Neutral
430,Divya Sharma,19,Female,0.89,46.31,0.8,5,18,9,65.93,C,0,Can be improved,Neutral
431,Meena Singh,21,Male,0.87,55.17,0.4,8,36,7,69.41,C,0,Can be improved,Neutral
432,Meena Gupta,26,Male,0.89,19.51,0.94,5,17,3,68.51,C,0,Nothing special,Neutral
433,Rahul Sharma,25,Female,0.68,42.15,0.34,5,4,0,46.87,D,0,Poor explanations,Negative
434,Vijay Kumar,22,Female,0.73,50.54,0.75,5,32,1,70.65,B,0,Very engaging and informative,Positive
435,Anjali Das,30,Male,1,30.14,0.61,9,38,3,70.11,B,0,Loved the teaching style,Positive
436,Meena Nair,19,Male,0.64,45.1,0.83,7,19,7,67.23,C,0,Normal learning experience,Neutral
437,Divya Nair,30,Male,0.65,14.97,0.43,8,4,8,44.58,D,0,Not useful at all,Negative
438,Arun Nair,28,Male,0.93,55.53,0.33,6,6,2,51.46,D,0,Very confusing content,Negative
439,Meena Patel,21,Male,0.73,18.26,0.52,4,37,5,47.53,D,0,Not useful at all,Negative
440,Divya Das,29,Female,0.81,24,0.68,6,43,2,60.48,C,0,Okay course,Neutral
441,Rahul Reddy,23,Female,1,58.72,0.94,8,40,3,91.01,A,0,Loved the teaching style,Positive
442,Sneha Iyer,23,Female,1,25.34,0.41,7,27,0,66.92,C,0,Okay course,Neutral
443,Meena Nair,21,Male,0.76,36.16,0.63,3,9,3,45.61,D,0,Very confusing content,Negative
444,Arun Reddy,24,Female,0.9,61.89,0.53,8,16,9,69.97,C,0,Average experience,Neutral
445,Ravi Iyer,27,Male,0.75,37.38,0.75,9,24,3,64.43,C,0,Can be improved,Neutral
446,Anjali Singh,22,Female,1,32.61,0.7,3,42,8,68.49,C,0,Okay course,Neutral
447,Meena Nair,20,Male,0.99,55.54,0.82,7,22,3,71.17,B,0,Great course and very helpful,Positive
448,Suresh Kumar,19,Male,0.61,26.94,1,4,32,1,62.58,C,0,Normal learning experience,Neutral
449,Ravi Kumar,19,Male,0.45,23.03,0.65,6,12,7,50.47,D,0,Very confusing content,Negative
450,Sneha Iyer,22,Male,0.85,21.44,0.87,8,7,2,69.72,C,0,Average experience,Neutral
451,Meena Singh,23,Male,0.67,62.05,0.82,9,48,0,72.78,B,0,Excellent platform for learning,Positive
452,Priya Sharma,24,Male,0.81,50.82,0.65,7,42,5,76.63,B,0,Helped me improve a lot,Positive
453,Meena Iyer,25,Female,0.43,9.47,0.81,6,17,1,49.42,D,1,Waste of time,Negative
454,Sneha Das,25,Male,1,40.01,0.44,8,6,5,62.54,C,0,Can be improved,Neutral
455,Vijay Patel,24,Male,0.95,24.9,0.69,8,37,4,68.81,C,0,Normal learning experience,Neutral
456,Rahul Verma,26,Female,0.86,24.42,0.73,6,18,2,63.01,C,0,Nothing special,Neutral
457,Karthik Reddy,29,Male,0.73,51.7,0.38,7,23,8,57.01,C,0,Okay course,Neutral
458,Anjali Sharma,28,Female,0.65,48.54,0.81,8,41,0,72.74,B,0,Great course and very helpful,Positive
459,Karthik Gupta,26,Female,0.89,40.14,0.91,5,38,5,63.93,C,0,Can be improved,Neutral
460,Vijay Gupta,18,Male,1,41.59,0.64,5,29,8,72.33,B,0,Great course and very helpful,Positive
461,Suresh Reddy,30,Female,0.29,24.01,0.55,9,44,0,55.19,C,0,Okay course,Neutral
462,Arun Nair,22,Male,0.87,46.16,0.99,8,21,5,78.04,B,0,Helped me improve a lot,Positive
463,Meena Patel,25,Male,0.61,21.12,0.66,3,41,6,51.98,D,0,Not useful at all,Negative
464,Arun Das,25,Male,0.72,31.11,0.55,6,23,7,51.43,D,0,Waste of time,Negative
465,Kavya Reddy,21,Male,0.74,43.34,0.81,5,9,7,63.8,C,0,Normal learning experience,Neutral
466,Karthik Kumar,23,Female,0.58,48.02,0.17,8,0,1,40.12,D,0,Waste of time,Negative
467,Priya Patel,21,Female,0.74,68.97,0.68,4,16,6,67.22,C,0,Average experience,Neutral
468,Vijay Patel,19,Female,0.81,33.63,0.92,9,0,0,71.21,B,0,Great course and very helpful,Positive
469,Kavya Kumar,30,Female,0.96,44.8,0.52,7,42,9,77.31,B,0,Loved the teaching style,Positive
470,Divya Sharma,25,Female,0.81,66.38,0.77,3,43,2,74.22,B,0,Great course and very helpful,Positive
471,Kavya Singh,18,Female,0.8,12.87,0.97,3,44,2,67.69,C,0,Normal learning experience,Neutral
472,Rahul Kumar,24,Male,0.74,37.02,0.52,8,5,8,50.84,D,0,Not useful at all,Negative
473,Rahul Patel,29,Female,0.88,46.95,0.77,4,1,5,63.26,C,0,Okay course,Neutral
474,Meena Sharma,22,Male,0.37,49.3,0.57,5,3,3,37.71,Fail,0,Poor explanations,Negative
475,Meena Iyer,20,Male,0.72,34.07,0.66,4,48,8,65.07,C,0,Okay course,Neutral
476,Meena Sharma,18,Male,0.8,62.7,0.98,7,38,9,82.61,B,0,Helped me improve a lot,Positive
477,Sneha Patel,26,Male,0.88,26.23,1,9,27,5,70.54,B,0,Loved the teaching style,Positive
478,Karthik Nair,22,Male,0.82,43.27,0.81,4,35,9,75.76,B,0,Excellent platform for learning,Positive
479,Sneha Iyer,21,Male,1,56.65,0.68,7,10,5,64.64,C,0,Average experience,Neutral
480,Rahul Iyer,26,Female,1,13.59,0.78,4,29,9,59.78,C,0,Average experience,Neutral
481,Vijay Verma,22,Male,0.48,40.47,0.74,6,25,6,53.3,D,0,Very confusing content,Negative
482,Arun Verma,18,Male,0.97,48.95,0.89,9,2,5,69.5,C,0,Okay course,Neutral
483,Ravi Patel,28,Male,0.59,51.01,0.96,7,45,3,73.27,B,0,Excellent platform for learning,Positive
484,Meena Kumar,30,Male,0.87,47.93,0.77,6,36,3,71.85,B,0,Great course and very helpful,Positive
485,Anjali Kumar,28,Male,0.55,10.56,0.77,8,49,5,51.69,D,0,Very confusing content,Negative
486,Rahul Iyer,29,Male,0.48,35.16,1,9,39,5,68.75,C,0,Normal learning experience,Neutral
487,Priya Patel,24,Female,0.8,34.26,0.82,8,47,3,77.33,B,0,Very engaging and informative,Positive
488,Arun Iyer,21,Male,0.87,55.63,0.7,9,14,0,69.07,C,0,Okay course,Neutral
489,Suresh Nair,30,Male,0.69,56.49,0.49,9,14,9,64.06,C,0,Can be improved,Neutral
490,Arun Singh,20,Female,1,55.36,0.75,3,3,2,72.4,B,0,Great course and very helpful,Positive
491,Meena Patel,18,Female,1,32.62,0.43,5,22,7,56.06,C,0,Nothing special,Neutral
492,Priya Nair,21,Female,0.45,19.02,1,7,20,1,65.06,C,1,Can be improved,Neutral
493,Divya Verma,20,Male,0.97,48.24,0.84,5,31,1,83.13,B,0,Great course and very helpful,Positive
494,Karthik Kumar,27,Female,0.94,34.68,0.6,5,24,8,63.7,C,0,Nothing special,Neutral
495,Meena Iyer,30,Female,0.77,28.77,0.85,3,14,7,63.15,C,0,Nothing special,Neutral
496,Priya Nair,22,Male,0.67,67.3,0.89,8,49,3,80.43,B,0,Great course and very helpful,Positive
497,Divya Sharma,23,Female,0.71,20.98,1,8,2,7,61.58,C,0,Okay course,Neutral
498,Divya Das,28,Male,0.99,44.5,0.57,5,7,7,63.19,C,0,Normal learning experience,Neutral
499,Priya Singh,27,Female,1,51.34,0.74,9,15,6,78.16,B,0,Excellent platform for learning,Positive
500,Priya Iyer,25,Female,0.84,40.02,0.5,9,23,8,69.26,C,0,Nothing special,Neutral
501,Rahul Patel,18,Male,0.8,52.31,0.69,9,29,3,72.24,B,0,Loved the teaching style,Positive
502,Suresh Kumar,26,Female,0.59,10.96,1,4,29,2,54.66,D,0,Not useful at all,Negative
503,Arun Iyer,20,Male,1,43.86,0.46,5,19,1,59.87,C,0,Normal learning experience,Neutral
504,Divya Das,21,Male,0.65,35.73,0.65,5,36,8,57.14,C,0,Normal learning experience,Neutral
505,Kavya Nair,18,Male,0.74,47.19,0.87,8,7,7,63.89,C,0,Average experience,Neutral
506,Priya Verma,27,Female,0.67,31.3,0.97,6,36,9,62.97,C,0,Can be improved,Neutral
507,Karthik Singh,20,Male,0.67,44.98,0.88,9,22,5,66.99,C,0,Nothing special,Neutral
508,Meena Nair,22,Female,0.37,37.75,0.97,7,37,9,63.56,C,0,Nothing special,Neutral
509,Rahul Singh,20,Male,0.52,40.27,0.41,8,22,0,52.26,D,0,Not useful at all,Negative
510,Sneha Nair,24,Female,0.81,39.44,1,7,33,8,72.04,B,0,Helped me improve a lot,Positive
511,Karthik Iyer,29,Female,0.64,23.62,0.74,3,14,9,52.03,D,0,Poor explanations,Negative
512,Kavya Sharma,22,Female,0.83,11.08,0.64,5,20,1,59.54,C,0,Can be improved,Neutral
513,Vijay Verma,18,Male,1,34.1,1,6,6,8,76.95,B,0,Excellent platform for learning,Positive
514,Divya Kumar,18,Female,0.7,55.82,0.59,3,31,7,49.24,D,0,Very confusing content,Negative
515,Suresh Gupta,19,Male,0.8,21.17,0.63,9,3,6,70.16,B,0,Loved the teaching style,Positive
516,Suresh Singh,20,Male,0.77,42.56,0.57,6,29,2,58.51,C,0,Average experience,Neutral
